ticker,event_date,event_type,move_pct,price_at_event,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action,best_event_link,mesh_level1,mesh_level1_reason,mesh_branches_raw,mesh_terms_raw,ct_conditions_raw,stale_price_data,mesh_level1_encoded,row_ready,row_not_ready_reason,mesh_recovery_method,mesh_source_term,mesh_resolution_method,mesh_inference_reason,target_abs_move_atr,target_move_bucket,target_large_move,feat_phase_num,feat_late_stage_flag,feat_mesh_level1_encoded,feat_log_market_cap,feat_short_squeeze_flag,feat_ownership_low_flag,feat_volatility,feat_days_to_primary_completion,feat_event_proximity_bucket,feat_active_not_recruiting_flag,feat_design_quality_score,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_single_asset_company_flag,feat_lead_asset_dependency_score,feat_n_late_stage_trials_for_company,feat_pipeline_concentration_simple,feat_orphan_flag,feat_fast_track_flag,feat_breakthrough_flag,feat_nda_bla_flag,feat_priority_review_flag,feat_regulatory_stage_score,feat_enrollment_log,feat_randomized_flag,feat_controlled_flag,feat_withdrawn_flag,feat_terminated_flag,feat_trial_quality_score,feat_prior_mean_abs_move_atr_by_phase,feat_prior_mean_abs_move_atr_by_therapeutic_superclass,feat_prior_mean_abs_move_atr_by_phase_x_therapeutic_superclass,feat_market_cap_bucket,feat_prior_mean_abs_move_atr_by_market_cap_bucket,feat_date_corrected_flag,feat_endpoint_outcome_score
TNXP,2023-11-14,Loser,-2.13,,,"TNX-102 SL Tablet, 5.6 mg",NCT05273749,Fibromyalgia,True,"Second positive Phase 3 trial confirming primary endpoint of daily pain reduction (p=0.00005) and all key secondary endpoints, supporting NDA filing with PDUFA August 15, 2025[1][2]",Yes,Phase 3 RESILIENT study met primary endpoint of significant daily pain reduction over placebo (p=0.00005) in 457 fibromyalgia participants[1][2][5],"A Phase 3, Double-Blind, Randomized, Multicenter, Placebo-Controlled Study To Evaluate The Efficacy And Safety Of TNX-102 SL Taken Daily At Bedtime In Patients With Fibromyalgia",Phase 3,457.0,Fibromyalgia,COMPLETED,"Tonix Pharmaceuticals, Inc.",RANDOMIZED,2023-11-14,178.6,13.97,190.1,18.42,29.7,66.33333,strong_buy,7.6,0.28,2.28,VeryLow,Noise,Low,2023-11-14,0.0,1504.0,1472.0,Low,True,True,2023-11-15,https://www.globenewswire.com/news-release/2023/11/15/2780879/28908/en/Tonix-Pharmaceuticals-Completes-Clinical-Stage-of-Phase-3-RESILIENT-Study-of-TNX-102-SL-for-the-Management-of-Fibromyalgia.html,"March 05, 2026 16:15 ET | Source: Tonix Pharmaceuticals Holding Corp.",Tonix Pharmaceuticals Completes Clinical Stage of Phase 3 RESILIENT Study of TNX-102 SL for the Management of Fibromyalgia,"Topline results expected late December 2023 RESILIENT is expected to be the final efficacy trial required for submission of a New Drug Application to FDA; first successful Phase 3 trial, RELIEF, achieved statistical significance (p=0.010) Preliminary unaudited rate of adverse-event (AE) related discontinuations in the RESILIENT study was 4.8% which compares favorably with prior studies: RELIEF 6.0% and RALLY 10.7% TNX-102 SL is a centrally acting, non-opioid analgesic CHATHAM, N.J., Nov. 15, 2023 (GLOBE NEWSWIRE) -- Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix or the Company), a b",True,high,"Tonix Pharmaceuticals completed the clinical stage of the Phase 3 RESILIENT study of TNX-102 SL for fibromyalgia on November 15, 2023, with topline results expected in late December 2023.",,OK,,Nervous System Diseases,priority_list,Nervous System Diseases | Musculoskeletal Diseases,Fibromyalgia | Pain,Fibromyalgia,False,2,True,,,,,,0.28,0.0,0,3.0,1.0,2,2.2518814545525276,0.0,1.0,7.6,0.0,future_near,0.0,5.0,10,6,0,0.2,5,0.1,0,0,0,1,0,2,6.126869184114185,1.0,1,0,0,6.0,2.2662229102167184,4.396964285714286,3.925081967213115,micro,3.960375,0,1.0
BHVN,2025-12-24,Gainer,2.95,10.81,,BHV-7000,NCT06419582,Bipolar Disorder,,,,,"A Phase 2/3, Multicenter, Inpatient, Placebo-Controlled, Double-blind Trial of BHV-7000 for the Acute Treatment of Manic Episodes, With or Without Mixed Features, Associated With Bipolar I Disorder",Phase 2/3,274.0,Bipolar Disorder,COMPLETED,Biohaven Therapeutics Ltd.,RANDOMIZED,2025-01-15,1528.6,11.52,260.2,17.77,89.9,20.9375,buy,7.2,0.41,3.34,VeryLow,Noise,Low,2025-12-24,6.19,10.5,11.15,Low,True,False,2025-12-24,https://www.prnewswire.com/news-releases/biohaven-provides-update-from-phase-2-proof-of-concept-study-with-bhv-7000-in-major-depressive-disorder-302649251.html,,Biohaven Provides Update From Phase 2 Proof-of-Concept Study with BHV-7000 in Major Depressive Disorder,"NEW HAVEN, Conn. , Dec. 24, 2025 /PRNewswire/ -- Biohaven Ltd. (NYSE: BHVN ) (""Biohaven""), a global clinical-stage biopharmaceutical company focused on the discovery, development, and commercialization of life-changing therapies to treat a broad range of rare and common diseases, today reported results from a Phase 2 proof-of-concept study evaluating BHV-7000 for the treatment of major depressive disorder (MDD). The study did not meet its primary endpoint, a reduction of depressive symptoms as measured by change in the Montgomery Åsberg Depression Rating Scale (MADRS) over six weeks compared w",True,medium,"No clinical news was found for BHV-7000 bipolar mania trial NCT06419582 around 2025-01-15; the nearest major BHV-7000 clinical data release was a December 24, 2025 press release reporting Phase 2 MDD topline results.",,DATE_FIXED,,Nervous System Diseases,single_branch,Nervous System Diseases,Bipolar Disorder | Mania,Bipolar Disorder,False,2,True,,,,,,0.41,0.0,0,2.5,1.0,2,3.184293855248955,0.0,0.0,7.2,-343.0,past,0.0,3.5,1,1,1,1.0,1,1.0,0,0,0,0,0,0,5.616771097666572,1.0,1,0,0,4.5,2.893421052631579,4.396964285714286,1.2493333333333334,mid,4.86664,1,0.0
MRK,2024-09-09,Loser,-2.06,109.6118,,favezelimab/pembrolizumab,NCT05600309,Colorectal Cancer,False,,No,"The Phase 3 KEYFORM-007 trial did not meet its primary endpoint of overall survival, with median OS of 7.3 months for favezelimab/pembrolizumab versus 8.5 months for standard of care (HR 0.98, 95% CI 0.80-1.20, P=0.4183).[1][3]",A Phase 3 Study of MK-4280A (Coformulated Favezelimab [MK-4280] Plus Pembrolizumab [MK-3475]) Versus Standard of Care in Previously Treated Metastatic PD-L1 Positive Colorectal Cancer (KEYFORM-007),Phase 3,94.0,Colorectal Cancer,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2024-08-15,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.12,0.97,1.21,VeryLow,Noise,Low,2024-09-09,-2.13,111.9197,109.5358,Low,True,False,2024-09-09,https://www.merck.com/news/merck-provides-update-on-phase-3-keyform-007-trial-evaluating-investigational-fixed-dose-combination-of-favezelimab-and-pembrolizumab-for-patients-with-previously-treated-pd-l1-positive-microsatellite/,,Merck Provides Update on Phase 3 KEYFORM-007 Trial Evaluating Investigational Fixed-Dose Combination of Favezelimab and Pembrolizumab for Patients With Previously Treated PD-L1 Positive Microsatellite Stable Metastatic Colorectal Cancer - Merck.com,"Merck (NYSE: MRK), known as MSD outside of the United States and Canada, today announced that the Phase 3 KEYFORM-007 trial evaluating the investigational fixed-dose combination of favezelimab, Merck’s anti-LAG-3 antibody, and pembrolizumab (KEYTRUDA ® ), Merck’s anti-PD-1 therapy, did not meet its primary endpoint of overall survival (OS) for the treatment of patients with previously treated PD-L1 positive microsatellite stable (MSS) metastatic colorectal cancer (mCRC). At the final pre-specified analysis, the favezelimab and pembrolizumab fixed-dose combination did not demonstrate an improve",True,high,"No MRK clinical press release was found on or within one day of 2024-08-15 for NCT05600309, but on 2024-09-09 Merck issued a material update that the Phase 3 KEYFORM-007 trial of the favezelimab/pembrolizumab fixed-dose combination did not meet its primary OS endpoint versus standard of care.",,DATE_FIXED,,Neoplasms,condition_match,Neoplasms | Digestive System Diseases,"Colorectal Neoplasms | Parkinson Disease 4, Autosomal Dominant Lewy Body",Colorectal Cancer,False,1,True,,,,,,0.97,0.0,0,3.0,1.0,1,5.485908161342839,0.0,0.0,2.12,-25.0,just_completed,0.0,3.0,48,19,0,0.2,38,0.1583,0,0,0,1,0,2,4.553876891600541,1.0,1,0,0,3.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,-1.0
SNY,2025-11-07,Gainer,0.34,49.66,,Dupilumab SAR231893,NCT04684524,Allergic Fungal Rhinosinusitis,True,"Phase 3 LIBERTY-AFRS-AIMS trial met all primary and secondary endpoints, described as pivotal, supporting sBLA with FDA priority review[1]",Yes,Sinus opacification scores improved by 50% in the Dupixent group compared to 9.8% in the placebo group at 52 weeks[1][5],A Randomized Double-blind Placebo-controlled Parallel Group Study Assessing the Efficacy and Safety of Dupilumab in Patients With Allergic Fungal Rhinosinusitis (AFRS),Phase 3,62.0,Allergic Fungal Rhinosinusitis,COMPLETED,Sanofi,RANDOMIZED,2024-12-14,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.71,0.2,1.32,VeryLow,Noise,Low,2025-11-07,2.36,49.49,50.66,Low,True,False,2025-11-07,https://www.sanofi.com/en/media-room/press-releases/2025/2025-11-07-13-00-00-3183599,,"Press Release:  ACAAI: Sanofi and Regeneronâs Dupixent pivotal study met all primary and secondary endpoints, reducing signs and symptoms of allergic fungal rhinosinusitis; sBLA accepted for FDA priority review","ACAAI: Sanofi and Regeneron s Dupixent pivotal study met all primary and secondary endpoints, reducing signs and symptoms of allergic fungal rhinosinusitis; sBLA accepted for FDA priority review ...",True,high,"Positive Phase 3 top-line results (LIBERTY-AFRS-AIMS, NCT04684524) for Dupixent (dupilumab) in allergic fungal rhinosinusitis were announced by Sanofi and Regeneron on November 7, 2025, not on 2024-12-16.",,DATE_FIXED,,Immune System Diseases,condition_match,Immune System Diseases | Respiratory Tract Diseases | Infectious Diseases,Allergic Fungal Sinusitis,Allergic Fungal Rhinosinusitis,False,3,True,,,,,,0.2,0.0,0,3.0,1.0,3,5.070103283062297,0.0,1.0,1.71,-328.0,past,0.0,3.0,16,13,0,0.2,11,0.1375,0,0,0,1,1,3,4.143134726391533,1.0,1,0,0,4.0,2.2662229102167184,2.7369135802469136,1.060277777777778,large,1.1563522012578618,1,1.0
SGMT,2024-02-29,Loser,-4.07,6.13,Sagimet Biosciences announced positive topline results from the Phase 2b FASCINATE-2 clinical trial of denifanstat in biopsy-confirmed MASH patients with F2/F3 fibrosis in January 2024.[1][2],denifanstat,NCT06248008,Acne,False,,Yes,"Denifanstat achieved statistically significant improvements on both primary endpoints at week 52: MASH resolution without worsening of fibrosis (36% vs 13% placebo, p=0.0044) and ≥2-point reduction in NAS without worsening of fibrosis (52% vs 20% placebo, p=0.0003).[1]","An Open, Multicenter, Phase III Extension Clinical Trial to Evaluate the Long-term Safety of ASC40 (Denifanstat) Tablets in Patients With Moderate to Severe Acne Vulgaris",Phase 3,240.0,Acne,COMPLETED,"Ascletis Pharmaceuticals Co., Ltd.",,2025-11-12,185.7,5.71,116.7,13.53,46.5,25.77778,strong_buy,20.92,0.19,14.09,VeryLow,Noise,Low,2024-02-29,-5.79,6.39,6.02,High,True,False,2024-02-29,https://www.prnewswire.com/news-releases/gannexs-strategic-partner-sagimet-biosciences-announces-positive-topline-results-from-phase-2b-fascinate-2-clinical-trial-of-denifanstat-in-biopsy-confirmed-f2f3-nash-302041397.html,,Gannex's Strategic Partner Sagimet Biosciences Announces Positive Topline Results from Phase 2b FASCINATE-2 Clinical Trial of Denifanstat in Biopsy-Confirmed F2/F3 NASH USA - English APAC - Traditional Chinese APAC - English,"Denifanstat achieved statistically significant results on primary and multiple secondary endpoints in a 52-week clinical trial of 168 NASH patients with stage 2 or 3 fibrosis - Primary efficacy endpoints: NASH resolution without worsening of fibrosis with ≥2-point reduction in NAS (NAFLD Activity Score) in 36% of denifanstat-treated patients vs 13% with placebo (p=0.002) ≥2-point reduction in NAS without worsening of fibrosis in 52% of denifanstat-treated patients vs 20% with placebo (p=0.0001) Denifanstat was generally well-tolerated Gannex Pharma Co., Ltd., a wholly-owned subsidiary of Ascle",True,high,"Sagimet Biosciences announced positive topline results from the Phase 2b FASCINATE-2 trial of denifanstat in F2/F3 MASH on February 29, 2024, not January 22, 2024; no clinical news found for the claimed date.",,DATE_FIXED,,Skin Diseases,single_branch,Skin Diseases,Acne Vulgaris,Acne,False,9,True,,,,,,0.19,0.0,0,3.0,1.0,9,2.2688119037397803,0.0,0.0,20.92,622.0,future_far,0.0,2.0,3,2,0,0.7,1,0.2333,0,0,0,1,0,2,5.484796933490655,,0,0,0,2.0,2.2662229102167184,2.1339130434782607,0.597,micro,3.960375,1,1.0
NVS,2016-06-05,Gainer,0.44,52.079,,Nilotinib followed by treatment-free,NCT01784068,Chronic Myelogenous Leukemia,,,,,"A Single-arm, Multicenter, Nilotinib Treatment-free Remission Study in Patients With BCR-ABL1 Positive Chronic Myelogenous Leukemia in Chronic Phase Who Have Achieved Durable Minimal Residual Disease (MRD) Status on First Line Nilotinib Treatment.",Phase 2,215.0,Chronic Myelogenous Leukemia,COMPLETED,Novartis Pharmaceuticals,,2016-05-31,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.2,0.37,0.85,VeryLow,Noise,Low,2016-06-06,0.44,51.8484,52.079,Low,True,False,2016-06-05,https://www.prnewswire.com/news-releases/new-novartis-data-presented-at-asco-find-nearly-half-of-cml-patients-treated-with-tasigna-remain-in-remission-almost-three-years-after-stopping-therapy-300658692.html,"June 2, 2018",New Novartis data presented at ASCO find nearly half of CML patients treated with Tasigna® remain in remission almost three years after stopping therapy,"EAST HANOVER, N.J. , June 2, 2018 /PRNewswire/ -- New Novartis data from two long-term Treatment-free Remission (TFR) studies in patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in the chronic phase (CP) will be presented during the 54th Annual Meeting of the American Society of Clinical Oncology (ASCO) in Chicago . Results from the open-label Phase II trials, ENESTop and ENESTfreedom, show sustained TFR in patients treated with both front-line and second-line Tasigna ® (nilotinib) therapy. The 144-week trials evaluate the potential to maintain molecular resp",True,medium,"No Novartis clinical press release is found on or within one day of 2016-05-31 for NCT01784068, but on 2016-06-05 Novartis reported ASCO data from the Phase 2 ENESTfreedom/ENESTop nilotinib treatment‑free remission studies in CML.",,DATE_FIXED,,Neoplasms,single_branch,Neoplasms,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Chronic Myelogenous Leukemia,False,1,True,,,,,,0.37,0.0,0,2.0,0.0,1,5.5131567146412905,0.0,1.0,1.2,-5.0,just_completed,0.0,1.0,25,22,0,0.2,18,0.144,0,0,0,0,0,0,5.375278407684165,,0,0,0,1.0,2.9694795539033456,2.5680341880341877,2.245,large,1.1563522012578618,1,0.0
NVS,2020-12-06,Loser,-0.13,75.1731,,Ruxolitinib,NCT03491215,Acute Graft Versus Host Disease,,,,,"A Phase I/II Open-label, Single-arm, Multi-center Study of Ruxolitinib Added to Corticosteroids in Pediatric Patients With Grade II-IV Acute Graft vs. Host Disease After Allogeneic Hematopoietic Stem Cell Transplantation",Phase 1/2,45.0,Acute Graft Versus Host Disease,COMPLETED,Novartis Pharmaceuticals,,2021-03-11,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.33,0.1,1.11,VeryLow,Noise,Low,2020-12-07,-0.13,75.2717,75.1731,Low,True,False,2020-12-06,https://www.novartis.com/news/media-releases/novartis-announces-first-data-from-reach3-trial-showing-jakavi-ruxolitinib-significantly-improved-outcomes-patients-steroid-resistantdependent-chronic-gvhd,"Dec 04, 2020",Novartis announces first data from REACH3 trial showing Jakavi® (ruxolitinib) significantly improved outcomes in patients with steroid-resistant/dependent chronic GvHD,"Dec 04, 2020 Results of REACH3 trial also demonstrate significant improvements in failure-free survival (FFS) and patient-reported symptoms 1 Chronic g raft-versus-host disease (GvHD) is a life-threatening complication of stem cell transplant s and half of patients become steroid refractory/dependent 2,3 Findings from the study were presented at ASH 2020, and complement previously reported positive results for Jakavi in acute GvHD ; data to be submitted to ex-U.S. health authorities 4 Basel, December 4 , 20 20 — Detailed results from the pivotal Phase III REACH3 study demonstrate Jakavi ® (rux",True,high,"No clinical news found for NVS on 2021-03-11. However, major ruxolitinib data (REACH3 Phase III chronic GVHD results) was announced on 2020-12-06 at ASH Annual Meeting, not the claimed date. REACH4 (NCT03491215) is a separate pediatric Phase 1/2 study with no specific announcement date identified in search results.",,DATE_FIXED,,Immune System Diseases,single_branch,Immune System Diseases,Graft vs Host Disease,Acute Graft Versus Host Disease,False,3,True,,,,,,0.1,0.0,0,1.5,0.0,3,5.5131567146412905,0.0,1.0,1.33,95.0,future_near,0.0,0.0,25,22,0,0.2,18,0.144,0,0,0,0,0,1,3.828641396489095,,0,0,0,0.0,3.483661971830986,2.7369135802469136,0.41,large,1.1563522012578618,1,0.0
ABBV,2024-06-06,Gainer,1.89,158.8358,,Mirvetuximab soravtansine,NCT05041257,Ovarian Cancer,,,,,"A Phase 2, Single Arm Study of Mirvetuximab Soravtansine in Recurrent Platinum-Sensitive, High-Grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers With High Folate Receptor-Alpha Expression",Phase 2,79.0,Ovarian Cancer; Peritoneal Cancer; Fallopian Tube Cancer,COMPLETED,AbbVie,,2024-12-12,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.99,0.95,1.06,VeryLow,Noise,Low,2024-06-06,2.41,155.8866,159.6367,Low,True,False,2024-06-06,https://news.abbvie.com/2024-06-06-AbbVie-Announces-Positive-Topline-Results-from-Phase-2-PICCOLO-Trial-Evaluating-Mirvetuximab-Soravtansine-ELAHERE-R-for-High-Folate-Receptor-Alpha-FR-Expressing-Platinum-Sensitive-Ovarian-Cancer,"June 6, 2024",AbbVie Announces Positive Topline Results from Phase 2 PICCOLO Trial Evaluating Mirvetuximab Soravtansine (ELAHERE®) for High Folate Receptor-Alpha (FRα) Expressing Platinum-Sensitive Ovarian Cancer,"PICCOLO trial met its primary endpoint of objective response rate (ORR) Data from the study will be presented at a future medical meeting NORTH CHICAGO, Ill., June 6, 2024 /PRNewswire/ -- AbbVie...",True,high,No AbbVie clinical-data press release was found on or within 1 day of 2024-12-12 for NCT05041257; the relevant catalyst was AbbVie’s positive topline Phase 2 PICCOLO (NCT05041257) results announcement on 2024-06-06 instead.,,DATE_FIXED,,Endocrine System Diseases,single_branch,Endocrine System Diseases,Ovarian Neoplasms | Fallopian Tube Neoplasms | Neoplasms,Ovarian Cancer | Peritoneal Cancer | Fallopian Tube Cancer,False,4,True,,,,,,0.95,0.0,0,2.0,0.0,4,5.613161422822089,0.0,0.0,1.99,189.0,future_near,0.0,0.0,28,23,0,0.2,20,0.1429,0,0,0,0,0,0,4.382026634673881,,0,0,0,0.0,2.9694795539033456,3.1319230769230773,5.2972,large,1.1563522012578618,1,0.0
MRK,2023-07-27,Loser,-1.75,97.3863,,V116,NCT05393037,Pneumococcal Disease,,,,,"A Phase 3, Multicenter, Randomized, Double-blind, Active Comparator-Controlled Study to Evaluate the Safety, Tolerability, and Immunogenicity of V116 in Adults Living With HIV",Phase 3,313.0,Pneumococcal Disease,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2023-07-13,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.73,1.01,1.07,VeryLow,Noise,Low,2023-07-27,-0.75,99.1163,98.3762,Low,True,False,2023-07-27,https://www.merck.com/news/merck-announces-v116-an-investigational-21-valent-pneumococcal-conjugate-vaccine-specifically-designed-for-adults-met-key-immunogenicity-and-safety-endpoints-in-two-phase-3-trials/,,"Merck Announces V116, an Investigational, 21-valent Pneumococcal Conjugate Vaccine Specifically Designed for Adults, Met Key Immunogenicity and Safety Endpoints in Two Phase 3 Trials - Merck.com","Topline results demonstrated V116 elicited positive immune responses in both vaccine-naïve and vaccine-experienced adult patient populations The 21 serotypes covered by V116 are responsible for 85% of invasive pneumococcal disease in individuals 65 and older Merck (NYSE: MRK), known as MSD outside of the United States and Canada, today announced positive topline results from two Phase 3 trials evaluating V116, the company’s investigational 21-valent pneumococcal conjugate vaccine in vaccine-naïve and previously vaccinated individuals. If approved, V116 would be the first pneumococcal conjugate",True,high,"Merck announced positive topline results from Phase 3 trials of V116 (including STRIDE-6 for NCT05393037) on 2023-07-27, not 2023-07-13; the claimed date is incorrect by 14 days.",,DATE_FIXED,,Infectious Diseases,single_branch,Infectious Diseases,Pneumococcal Infections,Pneumococcal Disease,False,6,True,,,,,,1.01,0.0,0,3.0,1.0,6,5.485908161342839,0.0,0.0,1.73,-14.0,just_completed,0.0,5.0,48,19,0,0.2,38,0.1583,0,0,0,0,0,0,5.749392985908253,1.0,1,0,0,6.0,2.2662229102167184,1.8865,1.389047619047619,large,1.1563522012578618,1,0.0
SNY,2025-12-15,Loser,-1.77,47.82,,Tolebrutinib,NCT04458051,Primary Progressive Multiple Sclerosis,True,Phase 3 PERSEUS trial (NCT04458051) was designed to support regulatory approval in PPMS,No,Tolebrutinib did not meet its primary endpoint of delaying time to onset of 6-month composite confirmed disability progression compared to placebo in PPMS patients.,"A Phase 3, Randomized, Double-blind, Efficacy and Safety Study Comparing SAR442168 to Placebo in Participants With Primary Progressive Multiple Sclerosis (PERSEUS)",Phase 3,767.0,Primary Progressive Multiple Sclerosis,COMPLETED,Sanofi,RANDOMIZED,2025-11-14,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.61,1.1,1.09,VeryLow,Noise,Low,2025-12-15,-2.55,48.68,47.44,Low,True,False,2025-12-15,https://www.sanofi.com/en/media-room/press-releases/2025/2025-12-15-06-05-00-3205094,,Press Release: Sanofi provides update on tolebrutinib in primary progressive multiple sclerosis,Sanofi provides update on tolebrutinib in primary progressive multiple sclerosis PERSEUS phase 3 study in primary progressive multiple sclerosis did not meet its primary endpoint in delaying time to...,True,high,"No clinical news was found for Sanofi on 2025-11-14; the key event for NCT04458051 (tolebrutinib PERSEUS Phase 3 PPMS trial) was a December 15, 2025 press release reporting the study failed its primary endpoint.",,DATE_FIXED,,Nervous System Diseases,condition_match,Immune System Diseases | Nervous System Diseases,"Multiple Sclerosis, Chronic Progressive",Primary Progressive Multiple Sclerosis,False,2,True,,,,,,1.1,0.0,0,3.0,1.0,2,5.070103283062297,0.0,1.0,1.61,-31.0,just_completed,0.0,5.0,16,13,0,0.2,11,0.1375,0,0,0,0,0,0,6.643789733147672,1.0,1,0,0,6.0,2.2662229102167184,4.396964285714286,3.925081967213115,large,1.1563522012578618,1,-1.0
AMGN,2024-11-26,Loser,-4.76,269.3168,,Maridebart Cafraglutide,NCT05669599,Obesity,,,,,"A Phase 2 Randomized, Placebo-controlled, Double-blind, Dose-ranging Study to Evaluate the Efficacy, Safety, and Tolerability of AMG 133 in Adult Subjects With Overweight or Obesity, With or Without Type 2 Diabetes Mellitus",Phase 2,592.0,Obesity; Overweight; Type 2 Diabetes Mellitus,COMPLETED,Amgen,RANDOMIZED,2024-10-08,209244.5,388.16,9129.0,2.69,85.0,350.0357,buy,2.41,1.98,1.15,VeryLow,Low,Low,2024-11-26,-4.74,282.7725,269.3745,Low,True,False,2024-11-26,https://www.prnewswire.com/news-releases/amgen-announces-robust-weight-loss-with-maritide-in-people-living-with-obesity-or-overweight-at-52-weeks-in-a-phase-2-study-302316464.html,,AMGEN ANNOUNCES ROBUST WEIGHT LOSS WITH MARITIDE IN PEOPLE LIVING WITH OBESITY OR OVERWEIGHT AT 52 WEEKS IN A PHASE 2 STUDY,"MariTide Demonstrated up to ~20% Average Weight Loss at 52 Weeks Without a Weight Loss Plateau in People Living With Obesity or Overweight MariTide is the First Obesity Treatment With Monthly or Less Frequent Dosing to Demonstrate Safe and Effective Weight Loss in a Phase 2 Study In People With Type 2 Diabetes Living With Obesity or Overweight MariTide Demonstrated up to ~17% Average Weight Loss Without a Weight Loss Plateau and Lowered Average HbA1c by up to 2. 2 Percentage Points at 52 Weeks MariTide Delivered Substantial Improvements Across Cardiometabolic Parameters Amgen Announces ""MARITI",True,high,No clinical news found for AMGN on 2024-10-08; Phase 2 MariTide results (NCT05669599) were announced on 2024-11-26 showing ~20% average weight loss at 52 weeks.,,DATE_FIXED,,Endocrine System Diseases,single_branch,Endocrine System Diseases,"Obesity | Overweight | Diabetes Mellitus, Type 2",Obesity | Overweight | Type 2 Diabetes Mellitus,False,4,True,,,,,,1.98,1.0,0,2.0,0.0,4,5.320654051367603,0.0,0.0,2.41,-49.0,just_completed,0.0,4.0,8,7,0,0.2,5,0.125,0,0,0,0,0,0,6.385194398997726,1.0,1,0,0,5.0,2.9694795539033456,3.1319230769230773,5.2972,large,1.1563522012578618,1,0.0
PFE,2017-10-11,Gainer,0.14,23.6211,,Enzalutamide,NCT02003924,Nonmetastatic Castration-Resistant Prostate Cancer,True,Phase 3 trial meeting primary endpoint of metastasis-free survival with 71% risk reduction; first FDA-approved systemic therapy for this patient population with significant unmet need,Yes,"XTANDI (enzalutamide) plus ADT significantly reduced the risk of metastasis or death by 71% compared to ADT alone, with median metastasis-free survival of 36.6 months versus 14.7 months (HR=0.29; p<0.0001).","PROSPER: A MULTINATIONAL, PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, EFFICACY AND SAFETY STUDY OF ENZALUTAMIDE IN PATIENTS WITH NONMETASTATIC CASTRATION-RESISTANT PROSTATE CANCER",Phase 3,1401.0,Nonmetastatic Castration-Resistant Prostate Cancer; Prostate Cancer; Cancer of the Prostate,COMPLETED,Pfizer,RANDOMIZED,2017-06-28,157209.8,27.65,14986.0,2.58,67.7,28.42577,hold,1.07,0.13,0.65,VeryLow,Noise,Low,2017-10-11,-0.14,23.5887,23.5563,Low,True,False,2017-10-11,https://www.prnewswire.com/news-releases/pfizer-and-astellas-announce-positive-top-line-results-from-phase-3-prosper-trial-of-xtandi-enzalutamide-in-patients-with-non-metastatic-castration-resistant-prostate-cancer-300519382.html,,Pfizer and Astellas Announce Positive Top-Line Results from Phase 3 PROSPER Trial of XTANDI (enzalutamide) in Patients with Non-Metastatic Castration-Resistant Prostate Cancer,"NEW YORK and TOKYO , Sept. 14, 2017 /PRNewswire/ -- Pfizer Inc. (NYSE: PFE ) and Astellas Pharma Inc. (TSE: 4503, President and CEO: Yoshihiko Hatanaka , ""Astellas"") announced today that the Phase 3 PROSPER trial evaluating XTANDI ® (enzalutamide) plus androgen deprivation therapy (ADT) versus ADT alone in patients with non-metastatic (M0) Castration-Resistant Prostate Cancer (CRPC) met its primary endpoint of improved metastasis-free survival (MFS). The preliminary safety analysis of the PROSPER trial appears consistent with the safety profile of XTANDI in previous clinical trials. ""Many pros",True,high,"No clinical news found for this date; the key PROSPER (NCT02003924) topline Phase 3 enzalutamide data were announced by Pfizer and Astellas on 2017-10-11, not 2017-06-28.",,DATE_FIXED,,Neoplasms,single_branch,Neoplasms,Prostatic Neoplasms,Nonmetastatic Castration-Resistant Prostate Cancer | Prostate Cancer | Cancer of the Prostate,False,1,True,,,,,,0.13,0.0,0,3.0,1.0,1,5.196479615197434,0.0,0.0,1.07,-105.0,just_completed,0.0,5.0,24,21,0,0.2,13,0.1083,0,0,0,0,0,0,7.245655067594536,1.0,1,0,0,6.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,large,1.1563522012578618,1,1.0
