ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_days_to_primary_completion,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_active_not_recruiting_flag,feat_blinded_flag,feat_cns_flag,feat_completed_flag,feat_oncology_flag,feat_open_label_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_rare_disease_flag,feat_recent_asset_event_flag,feat_recent_company_event_flag,feat_recent_completion_flag,feat_small_trial_flag,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Respiratory,feat_completion_recency_bucket_far_180_plus,feat_completion_recency_bucket_imminent_0_30,feat_completion_recency_bucket_medium_91_180,feat_completion_recency_bucket_near1_90,feat_completion_recency_bucket_past,feat_completion_recency_bucket_unknown,split
RHHBY,2023-02-02,Atezolizumab,NCT04194203,0,11,0.0,0.0404,107,0.0,0.2773,0.0,52.0,42.0,0.0,1,0,1.0,1,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
BNTX,2023-02-10,BNT162b1,NCT04368728,0,1,0.0,0.5252,9,0.0,0.2773,0.0,249.0,128.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
RHHBY,2023-02-11,Faricimab,NCT04740905,0,4,0.0,0.0404,108,-220.0,0.2773,0.0,51.0,9.0,0.0,0,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
AMGN,2023-02-15,Ustekinumab,NCT04761627,0,1,0.0,0.0436,35,13.0,0.2773,0.0,249.0,58.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
SNY,2023-02-17,Fexofenadine,NCT05692154,0,1,0.0,0.0653,62,25.0,0.2773,0.0,249.0,20.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
NKTR,2023-02-24,rezpegaldesleukin,NCT06136741,1,1,0.0,0.14,3,803.0,0.2773,0.0,249.0,301.0,1.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
PRAX,2023-02-28,100 mg PRAX-944,NCT05021991,0,1,0.0,0.0642,4,-19.0,0.2773,0.0,249.0,228.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PRAX,2023-03-03,ulixacaltamide (PRAX-944),NCT06087276,1,1,0.0,0.0642,5,913.0,0.2773,0.0,249.0,3.0,0.0,1,1,0.0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
CYTK,2023-03-04,CK-3773274 (5 - 15 mg),NCT04219826,0,1,0.0,0.116,3,-4.0,0.2773,0.0,249.0,481.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ARMP,2023-03-06,AP-PA02,NCT04596319,0,1,0.0,0.0378,1,-82.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
ACRS,2023-03-06,zunsemetinib,NCT05279417,1,1,0.0,0.3084,3,183.0,0.2773,0.0,249.0,697.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
LLY,2023-03-08,Solanezumab,NCT02008357,0,1,0.0,0.0073,88,-71.0,0.2773,0.0,249.0,71.0,0.0,0,1,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PFE,2023-03-09,LGX818,NCT01543698,0,2,0.0,0.0953,93,0.0,0.2773,0.0,2311.0,97.0,0.0,0,0,1.0,1,1,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
PFE,2023-03-16,Multivalent Group B streptococcus vaccine,NCT04766086,0,1,0.0,0.0953,94,42.0,0.2773,0.0,249.0,7.0,0.0,1,0,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
ABBV,2023-03-18,Risankizumab,NCT04713592,0,6,0.0,0.0128,84,33.0,0.2773,0.0,117.0,88.0,0.0,1,0,1.0,0,0,0.0,1.0,0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
PACB,2023-03-23,Meplazumab for injection,NCT05813587,0,1,0.0,0.5511,3,175.0,0.2773,0.0,249.0,111.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
MRNA,2023-03-27,mRNA-1011.1,NCT05827068,0,1,0.0,0.277,5,238.0,0.2773,0.0,249.0,88.0,0.0,0,0,1.0,0,1,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,train
ALDX,2023-03-30,ADX-629,NCT05392192,0,5,0.0,0.2292,14,14.0,0.2773,0.0,305.0,170.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
IFRX,2023-04-05,vilobelimab,NCT06703073,1,2,0.0,0.7127,5,1915.0,0.2773,0.0,456.0,456.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,train
SANA,2023-04-13,UP421,NCT06239636,1,1,0.0,0.1365,1,749.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,train
RLAY,2023-04-18,RLY-2608,NCT06982521,1,1,0.0,0.3118,1,1839.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
DRUG,2023-04-18,trifluridine/tipiracil,NCT03869892,1,1,0.0,0.1085,1,-658.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,train
SABS,2023-04-18,SAB-185,NCT04518410,1,1,0.0,0.5681,2,-376.0,0.2773,0.0,249.0,557.0,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
IDYA,2023-04-24,darovasertib,NCT05987332,1,1,0.0,0.2261,1,1363.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
BMY,2023-04-24,nivolumab,NCT03138512,0,4,0.0,0.084,98,157.0,0.2773,0.0,229.0,118.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,train
MRK,2023-04-26,Pembrolizumab,NCT04003636,0,33,0.0,0.0476,112,-132.0,0.2773,0.0,98.0,98.0,0.0,1,0,1.0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IONS,2023-04-26,Inotersen,NCT04136184,0,2,0.0,0.2037,9,-15.0,0.2773,0.0,957.0,301.0,0.0,0,1,1.0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
SABS,2023-04-26,SAB-185,NCT04518410,0,2,0.0,0.5681,3,-384.0,0.2773,0.0,8.0,8.0,0.0,0,0,1.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
TVTX,2023-05-01,sparsentan,NCT03762850,0,1,0.0,0.1211,2,98.0,0.2773,0.0,249.0,2427.0,1.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,train
INKT,2023-05-04,botensilimab,NCT03860272,0,1,0.0,0.2782,1,620.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
DERM,2023-05-10,DFD-29,NCT05296629,0,1,0.0,0.0916,1,51.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
AVTX,2023-05-11,AVTX-002,NCT05288504,0,1,0.0,0.3444,1,0.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
VKTX,2023-05-15,VK2809,NCT04173065,0,1,0.0,0.1805,2,-1.0,0.2773,0.0,249.0,49.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,train
LPCN,2023-05-23,LPCN 1154,NCT02081300,0,1,0.0,0.2731,3,-2937.0,0.2773,0.0,249.0,441.0,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
SNY,2023-05-17,Dupilumab SAR231893,NCT03930732,0,4,0.0,0.0653,63,-98.0,0.2773,0.0,361.0,89.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
IMMP,2023-05-17,eftilagimod alpha (efti),NCT05747794,1,1,0.0,0.2405,2,1263.0,0.2773,0.0,249.0,347.0,1.0,1,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
PTCT,2023-05-17,PTC923,NCT05099640,0,2,0.0,0.3553,4,-44.0,0.2773,0.0,957.0,845.0,0.0,0,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
VRTX,2023-05-18,VX-121/TEZ/D-IVA,NCT05076149,0,1,0.0,0.0524,20,0.0,0.2773,0.0,249.0,148.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
MRK,2023-05-18,V116,NCT05425732,0,2,0.0,0.0476,113,0.0,0.2773,0.0,675.0,22.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
DERM,2023-05-19,B-VEC (beremagene geperpavec),NCT04917874,0,1,0.0,0.0916,2,73.0,0.2773,0.0,249.0,9.0,0.0,0,0,1.0,0,1,0.0,1.0,0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
PTCT,2023-05-23,Vatiquinone,NCT04577352,0,1,0.0,0.3553,5,-49.0,0.2773,0.0,249.0,6.0,0.0,1,1,1.0,0,1,0.0,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
MRK,2023-05-30,Lenvatinib,NCT04199104,0,1,0.0,0.0476,114,0.0,0.2773,0.0,249.0,12.0,0.0,1,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
PFE,2023-06-01,ATM-AVI,NCT03329092,0,1,0.0,0.0953,95,-98.0,0.2773,0.0,249.0,77.0,0.0,1,0,1.0,0,1,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
MIRA,2023-06-01,sonelokimab,NCT06641076,1,1,0.0,0.141,1,1344.0,0.2773,0.0,249.0,120.5,1.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,train
NVS,2023-06-02,Ribociclib,NCT03439046,0,4,0.0,0.0354,129,192.0,0.2773,0.0,1180.0,154.0,0.0,0,0,1.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
PFE,2023-06-03,Elranatamab,NCT05014412,0,1,0.0,0.0953,96,12.0,0.2773,0.0,249.0,2.0,0.0,0,0,1.0,1,1,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
NRC,2023-06-05,TRC102,NCT01851369,0,1,0.0,0.0135,273,57.0,0.2773,0.0,249.0,156.0,0.0,0,0,1.0,1,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,train
AVXL,2023-06-06,ANAVEX2-73 oral liquid,NCT04304482,0,1,0.0,0.3208,6,-5.0,0.2773,0.0,249.0,341.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ALDX,2023-06-15,Reproxalap Ophthalmic Solution (0.25%),NCT05234554,0,8,0.0,0.2292,15,-54.0,0.2773,0.0,247.0,77.0,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
CRVS,2023-06-15,CPI-818,NCT03952078,0,1,0.0,0.043,1,1050.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
LLY,2023-06-15,LY3857210,NCT05620563,0,1,0.0,0.0073,89,-10.0,0.2773,0.0,249.0,99.0,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
AZN,2023-07-05,Dapagliflozin,NCT04564742,0,6,0.0,0.0177,68,16.0,0.2773,0.0,449.0,110.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
BMEA,2023-06-20,BMF-219,NCT05731544,0,1,0.0,0.4809,1,517.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,train
AZN,2023-06-23,Durvalumab,NCT04712903,0,1,0.0,0.0177,69,-2.0,0.2773,0.0,249.0,4.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MLTX,2023-06-26,sonelokimab,NCT03384745,1,1,0.0,0.3176,1,-1466.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,2,0.0,0.3444,2,-46.0,0.2773,0.0,46.0,46.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,4,0.0,0.3444,5,-46.0,0.2773,0.0,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,3,0.0,0.3444,3,-46.0,0.2773,0.0,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,5,0.0,0.3444,6,-46.0,0.2773,0.0,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002 (quisovalimab),NCT05288504,1,1,0.0,0.3444,4,-46.0,0.2773,0.0,249.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
MLTX,2023-06-26,Sonelokimab (M1095),NCT05322473,1,1,0.0,0.3176,2,-48.0,0.2773,0.0,249.0,1.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
NKTX,2023-06-27,NKX101,NCT04623944,1,1,0.0,1.4718,1,463.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
CGTX,2023-06-28,CT1812,NCT04735536,0,1,0.0,0.4085,2,-63.0,0.2773,0.0,249.0,334.0,0.0,0,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
NVS,2023-07-01,NIS793,NCT04935359,0,1,0.0,0.0354,130,409.0,0.2773,0.0,249.0,29.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
ABOS,2023-07-17,ACU193,NCT04931459,1,1,0.0,0.6656,1,-34.0,0.2773,0.0,249.0,120.5,0.0,0,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ABBV,2023-07-17,Navitoclax,NCT04472598,0,1,0.0,0.0128,85,-95.0,0.2773,0.0,249.0,121.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
VIR,2023-07-20,VIR-2482,NCT05567783,1,1,0.0,0.3693,4,-76.0,0.2773,0.0,249.0,699.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
STOK,2023-07-25,STK-001,NCT04740476,1,1,0.0,0.1194,1,2076.0,0.2773,0.0,249.0,120.5,1.0,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
RLMD,2023-07-27,REL-1017,NCT04855760,0,3,0.0,0.0416,3,0.0,0.2773,0.0,268.0,268.0,0.0,0,1,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MRK,2023-07-27,V116,NCT05464420,0,3,0.0,0.0476,115,-63.0,0.2773,0.0,70.0,58.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
LLY,2023-07-27,Tirzepatide,NCT04657016,0,12,0.0,0.0073,90,-98.0,0.2773,0.0,212.0,42.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
TSHA,2023-08-14,TSHA-102,NCT05606614,1,1,0.0,0.2396,1,2861.0,0.2773,0.0,249.0,120.5,0.0,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
MESO,2023-08-04,remestemcel-L,NCT04371393,1,1,0.0,0.0618,4,-931.0,0.2773,0.0,249.0,849.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
CRDF,2023-08-08,onvansertib,NCT06106308,1,1,0.0,0.4461,2,1181.0,0.2773,0.0,249.0,629.0,1.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
TERN,2023-08-08,TERN-501,NCT05415722,0,1,0.0,0.0645,2,-29.0,0.2773,0.0,249.0,811.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,train
DWTX,2023-08-10,IMC-1,NCT04748705,1,1,0.0,0.1105,1,-369.0,0.2773,0.0,249.0,120.5,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PFE,2023-08-14,Elranatamab,NCT05228470,0,2,0.0,0.0953,97,-8.0,0.2773,0.0,72.0,72.0,0.0,0,0,1.0,1,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
GLTO,2023-08-15,GB0139,NCT03832946,1,1,0.0,0.0043,1,-90.0,0.2773,0.0,249.0,120.5,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
NRC,2023-08-21,Pitavastatin,NCT02344290,0,1,0.0,0.0135,274,0.0,0.2773,0.0,249.0,77.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MRK,2023-08-22,Lenvatinib,NCT05523323,0,2,0.0,0.0476,116,3.0,0.2773,0.0,84.0,26.0,0.0,1,0,1.0,1,0,1.0,1.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
AZN,2023-08-25,AZD4573,NCT05140382,0,1,0.0,0.0177,70,0.0,0.2773,0.0,249.0,63.0,0.0,0,0,1.0,1,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
